,id,title,imdb_id,original_language,release_date,revenue,vote_average
13933,19727,Streets of Blood,tt1203523,en,7/13/2009,0.0,4.6
13935,22215,Cheri,tt1179258,en,2/10/2009,9366227.0,5.9
13936,18635,One Week,tt1104806,en,9/8/2008,0.0,6.9
13938,53830,'Neath the Arizona Skies,tt0024805,en,12/5/1934,0.0,3.7
13943,22408,Rage at Dawn,tt0048535,en,3/26/1955,0.0,7.3
13944,23286,Paradise Canyon,tt0026846,en,7/19/1935,0.0,3.7
13945,69166,A Perfect Fake,tt0965355,en,4/15/2005,0.0,0.0
13946,97995,Seven Years Bad Luck,tt0127834,en,2/6/1921,0.0,5.6
13948,21208,Orphan,tt1148204,en,7/24/2009,41596251.0,6.7
13949,131351,Afterburn,tt0103626,en,5/30/1992,0.0,4.3
13950,16056,Winged Creatures,tt0948547,en,6/24/2008,0.0,6.2
13951,53781,Rainbow Valley,tt0026908,en,3/15/1935,0.0,5.1
13952,20943,The Ugly Truth,tt1142988,en,7/24/2009,205298907.0,6.4
13954,82311,Wild River,tt0054476,en,5/1/1960,0.0,6.5
13955,204996,My first war,tt1221143,en,4/6/2008,0.0,0.0
13956,47870,High Hopes,tt0095302,en,9/1/1988,1192322.0,7.5
13957,104083,Tulsa,tt0041994,en,4/13/1949,0.0,6.5
13958,21407,The Collector,tt0844479,en,7/9/2009,114000000.0,6.3
13959,12403,A Perfect Getaway,tt0971209,en,6/8/2009,22852638.0,6.2
13963,41183,Dallas 362,tt0315459,en,9/12/2003,18928.0,5.5
13964,44578,"Moonshot, the Flight of Apollo 11",tt1251357,en,6/20/2009,0.0,5.9
13965,20856,Aliens in the Attic,tt0775552,en,7/31/2009,57881056.0,5.3
13966,17654,District 9,tt1136608,en,8/5/2009,210819611.0,7.3
13967,24803,Julie & Julia,tt1135503,en,8/6/2009,129540499.0,6.6
13969,17335,Obsessed,tt1198138,en,4/24/2009,73830340.0,5.1
13970,13836,Race to Witch Mountain,tt1075417,en,3/12/2009,106303988.0,5.4
13974,18126,Hannah Montana: The Movie,tt1114677,en,4/10/2009,155545279.0,6.0
13975,14869,G.I. Joe: The Rise of Cobra,tt1046173,en,8/4/2009,302469017.0,5.6
13977,30250,Cold Souls,tt1127877,en,8/7/2009,0.0,6.1
13979,17134,12 Rounds,tt1160368,en,3/19/2009,17280326.0,5.7
13980,50719,"Silent Night, Deadly Night II",tt0093974,en,4/10/1987,154323.0,4.7
13984,20153,Where Danger Lives,tt0043131,en,7/14/1950,0.0,5.4
13986,54982,Introducing Dorothy Dandridge,tt0172348,en,8/21/1999,0.0,6.0
13990,31067,Fail Safe,tt0235376,en,4/9/2000,0.0,7.0
13993,22600,Gangster's Paradise: Jerusalema,tt0783532,en,2/11/2008,0.0,6.8
13996,40743,Winds of the Wasteland,tt0028510,en,7/6/1936,0.0,5.2
13999,97252,Okie Noodling,tt0294805,en,3/10/2001,0.0,5.0
14001,22602,Randy Rides Alone,tt0025699,en,6/5/1934,0.0,4.0
14002,40799,West of the Divide,tt0025969,en,2/15/1934,0.0,3.8
14006,38107,The Star Packer,tt0025830,en,7/30/1934,0.0,3.8
14013,22795,Doing Time on Maple Drive,tt0104118,en,3/16/1992,0.0,4.9
14015,18585,The Ramen Girl,tt0806165,en,2/8/2008,0.0,6.1
14016,19905,"The Goods: Live Hard, Sell Hard",tt1092633,en,8/14/2009,0.0,5.4
14017,22051,Adam,tt1185836,en,7/29/2009,2277396.0,6.9
14019,16634,Alien Trespass,tt1122836,en,4/3/2009,0.0,5.9
14022,31913,"Next Stop, Greenwich Village",tt0074963,en,2/4/1976,0.0,7.2
14023,14940,Gigantic,tt1176251,en,9/9/2008,165888.0,5.8
14024,24420,The Time Traveler's Wife,tt0452694,en,8/14/2009,101229792.0,6.7
14028,145066,Waterland,tt0105790,en,8/21/1992,0.0,5.8
14029,31216,I Can't Think Straight,tt0830570,en,6/1/2008,0.0,7.3
14030,19556,Miss March,tt1151922,en,3/13/2009,0.0,5.4
14031,23367,Bandslam,tt0976222,en,8/6/2009,5210988.0,5.4
14035,16710,Meet the Browns,tt1047494,en,3/21/2008,41939392.0,6.0
14036,19840,"I Love You, Beth Cooper",tt1032815,en,7/10/2009,15345201.0,5.2
14041,25183,Paper Heart,tt1331064,en,7/31/2009,1296971.0,5.7
14042,19170,Mystery Street,tt0042771,en,7/28/1950,0.0,6.2
14044,19585,G-Force,tt0436339,en,7/21/2009,292817841.0,5.1
14046,17336,Fighting,tt1082601,en,4/24/2009,32474120.0,5.5
14047,11928,Tetro,tt0964185,en,6/11/2009,113221.0,6.7
14048,98289,Seven Waves Away,tt0050091,en,4/17/1957,0.0,8.7
14050,18281,Side Street,tt0042960,en,3/23/1950,0.0,5.5
14056,164741,Little Richard,tt0228528,en,2/20/2000,0.0,4.5
14060,43384,Vengeance Valley,tt0044186,en,2/6/1951,0.0,4.0
14062,38662,The Hurricane Express,tt0023038,en,8/1/1932,0.0,4.9
14063,18032,The Secret of Moonacre,tt0396707,en,9/6/2008,7070330.0,6.2
14068,49835,Cinematographer Style,tt0847474,en,6/25/2006,0.0,6.3
14069,18759,The Cell 2,tt1185837,en,2/27/2009,0.0,3.4
14071,87683,Krakatoa: The Last Days,tt0791318,en,5/7/2006,0.0,6.3
14074,33314,Nora Roberts' Midnight Bayou,tt1320347,en,3/28/2009,0.0,5.8
14075,21657,Northern Lights,tt1363127,en,3/21/2009,0.0,5.8
14078,22492,It Might Get Loud,tt1229360,en,8/14/2009,1896244.0,7.4
14081,35059,High Noon,tt1359554,en,4/4/2009,0.0,5.3
14083,29967,Moonfleet,tt0048387,en,6/24/1955,0.0,5.9
14086,21955,The Pom Pom Girls,tt0075086,en,5/1/1976,17883410.0,5.2
14087,43303,Nora Roberts' Tribute,tt1343115,en,4/11/2009,0.0,5.3
14088,25704,Post Grad,tt1142433,en,8/21/2009,6405245.0,5.0
14089,21371,Goodbye Solo,tt1095442,en,8/9/2008,0.0,6.6
14092,184781,Voices,tt0080103,en,3/14/1979,0.0,0.0
14093,36108,To Each His Own Cinema,tt0973844,en,5/19/2007,0.0,7.2
14094,23049,My Life in Ruins,tt0865559,en,2/6/2009,20455276.0,5.6
14096,121655,London,tt0110377,en,6/3/1994,0.0,5.0
14097,15457,Paris 36,tt0948535,en,9/24/2008,850575.0,6.2
14098,758,Murder Ahoy,tt0058382,en,6/1/1964,0.0,7.2
14100,41496,A Dog Year,tt0808232,en,9/3/2009,0.0,6.0
14104,26320,Taking Woodstock,tt1127896,en,9/3/2009,0.0,6.2
14105,41127,Norma Jean & Marilyn,tt0117201,en,5/18/1996,0.0,4.0
14108,24150,Halloween II,tt1311067,en,8/28/2009,39421467.0,5.1
14110,60216,Five Graves to Cairo,tt0035884,en,5/3/1943,1200000.0,6.9
14111,21336,The Dark Corner,tt0038453,en,4/9/1946,0.0,6.9
14114,23451,Videocracy,tt1500516,en,9/4/2009,1179676.0,6.4
14117,12244,9,tt0472033,en,8/19/2009,48428063.0,6.6
14119,5060,Carry On Screaming,tt0060214,en,5/20/1966,0.0,7.0
14120,15809,Green Street Hooligans 2,tt1300853,en,3/23/2009,0.0,5.0
14122,52710,Detective,tt0089066,en,5/10/1985,0.0,6.8
14123,140887,The Three Musketeers,tt0024663,en,4/7/1933,0.0,3.0
14125,22494,Frequently Asked Questions About Time Travel,tt0910554,en,4/24/2009,0.0,7.1
14130,106006,Living with Michael Jackson: A Tonight Special,tt0352524,en,2/6/2003,0.0,1.0
14131,17445,Green Lantern: First Flight,tt1384590,en,7/28/2009,0.0,6.3
14132,63581,Louis Theroux: The Most Hated Family in America,tt1000764,en,4/1/2007,0.0,7.6
14133,23736,Lies & Illusions,tt1202222,en,8/26/2009,0.0,3.9
14134,19898,Pandorum,tt1188729,en,9/8/2009,20645327.0,6.5
14139,17046,Skellig,tt0382301,en,4/12/2009,0.0,4.6
14140,6309,Flood,tt0790665,en,8/24/2007,0.0,4.5
14143,17632,The Hunt for Gollum,tt1323925,en,5/4/2009,0.0,6.3
14151,53430,The Pilgrim,tt0014358,en,2/26/1923,0.0,7.3
14155,17618,Laid to Rest,tt1228933,en,4/2/2009,0.0,5.2
14156,19994,Jennifer's Body,tt1131734,en,9/18/2009,31556061.0,5.3
14157,11323,The Informant!,tt1130080,en,9/18/2009,35424826.0,6.0
14158,117531,The Great Gabbo,tt0019946,en,9/12/1929,0.0,6.0
14159,42762,Hillsborough,tt0116533,en,9/11/1996,0.0,4.0
14161,37317,The Tall Men,tt0048691,en,9/22/1955,0.0,6.2
14164,12569,Extract,tt1225822,en,9/3/2009,10848783.0,5.7
14165,19912,The Final Destination,tt1144884,en,8/26/2009,186167139.0,5.4
14166,18501,Gamer,tt1034032,en,9/3/2009,40828540.0,5.6
14167,22794,Cloudy with a Chance of Meatballs,tt0844471,en,9/17/2009,242988466.0,6.5
14168,279606,Radio Inside,tt0110936,en,3/15/1994,0.0,0.0
14169,26367,I Can Do Bad All By Myself,tt1385912,en,9/11/2009,0.0,6.0
14170,43757,The Silver Stallion,tt0108137,en,9/16/1993,0.0,4.3
14171,23253,Mr. Robinson Crusoe,tt0023243,en,8/19/1932,0.0,0.0
14173,18570,"Food, Inc.",tt1286537,en,9/7/2008,0.0,7.3
14174,36703,Beeswax,tt1339268,en,8/9/2009,0.0,7.4
14176,18724,Attack of the 50 Foot Woman,tt0051380,en,5/19/1958,480000.0,4.8
14178,16873,Battle for Terra,tt0858486,en,9/6/2007,6101046.0,6.0
14180,25643,Love Happens,tt0899106,en,9/18/2009,36133014.0,5.6
14183,25549,Split Second,tt0046353,en,5/2/1953,0.0,5.7
14186,26500,Turn Left at the End of the World,tt0374279,en,6/6/2004,0.0,6.2
14187,35113,I Want You,tt0119347,en,2/15/1998,0.0,5.9
14189,17455,Hellraiser: Deader,tt0337636,en,6/7/2005,0.0,4.4
14190,12699,Hellraiser: Hellworld,tt0354623,en,9/6/2005,0.0,4.1
14192,23827,Paranormal Activity,tt1179904,en,9/14/2007,193355800.0,5.9
14194,185591,The Eagle Has Two Heads,tt0039135,en,9/21/1948,0.0,7.0
14195,28299,"Forever, Darling",tt0049225,en,2/9/1956,0.0,9.0
14196,16194,Not Quite Hollywood,tt0996966,en,8/28/2008,0.0,6.9
14204,20178,World's Greatest Dad,tt1262981,en,8/20/2009,295750.0,6.5
14207,43360,Le Plaisir,tt0045034,en,2/29/1952,0.0,6.8
14211,22074,Capitalism: A Love Story,tt1232207,en,9/6/2009,17436509.0,7.0
14214,22717,Wanted,tt1084972,en,9/18/2009,134.0,5.2
14215,23128,The Cove,tt1313104,en,7/31/2009,1162422.0,7.9
14217,28053,City Island,tt1174730,en,3/6/2009,6670712.0,6.9
14225,21398,Grace,tt1220213,en,8/14/2009,0.0,5.1
14226,23127,The Haunted World of El Superbeasto,tt0419724,en,9/12/2009,0.0,6.1
14229,24001,The Hills Run Red,tt0907676,en,6/12/2009,0.0,5.1
14230,22798,Whip It,tt1172233,en,9/13/2009,16633035.0,6.7
14231,23082,The Invention of Lying,tt1058017,en,9/13/2009,31912793.0,6.0
14232,62635,Unmistaken Child,tt1286798,en,6/7/2009,302000.0,4.7
14233,61524,A-Haunting We Will Go,tt0034424,en,8/7/1942,0.0,4.9
14234,19959,Surrogates,tt0986263,en,9/24/2009,122444772.0,5.9
14235,18065,Next Day Air,tt1097013,en,2/6/2009,0.0,5.3
14238,23044,The September Issue,tt1331025,en,8/28/2009,0.0,6.9
14239,54191,Paris Trout,tt0102638,en,4/21/1991,0.0,4.5
14243,33474,Abbott and Costello in the Foreign Legion,tt0042179,en,8/5/1950,0.0,6.7
14244,26688,Sorority Row,tt1232783,en,9/9/2009,27206120.0,5.3
14245,22787,Whiteout,tt0365929,en,9/9/2009,12206028.0,5.3
14252,74469,The Story of Louis Pasteur,tt0028313,en,2/22/1936,0.0,6.6
14253,44054,The Killing of John Lennon,tt0881934,en,12/7/2007,0.0,6.1
14256,18710,Capone,tt0072761,en,4/16/1975,2000000.0,6.0
14258,19899,Couples Retreat,tt1078940,en,9/19/2009,171844840.0,5.3
14259,23706,All About Steve,tt0881891,en,9/4/2009,40105542.0,4.7
14264,17622,Fifty Dead Men Walking,tt1097643,en,9/10/2008,0.0,6.1
14266,885,The Docks of New York,tt0018839,en,9/16/1928,0.0,6.8
14268,23966,Deadgirl,tt0896534,en,9/6/2008,0.0,5.5
14278,21910,I Sell The Dead,tt0902290,en,8/7/2008,0.0,6.0
14281,44334,The Tales of Hoffmann,tt0044103,en,4/4/1951,0.0,6.4
14285,1686,Chelsea Girls,tt0061465,en,9/15/1966,0.0,6.6
14288,85927,India Song,tt0073166,en,6/4/1975,0.0,7.0
14291,44630,Aces High,tt0075627,en,5/19/1976,0.0,4.3
14292,53423,Shoulder Arms,tt0009611,en,8/20/1918,0.0,6.7
14294,38702,Reckless,tt0087983,en,2/3/1984,0.0,5.8
14295,43990,Lost Angels,tt0097782,en,5/5/1989,1247946.0,6.5
14296,18214,Black Eagle,tt0094750,en,5/1/1988,0.0,4.0
14298,19837,Beer Wars,tt1326194,en,4/16/2009,0.0,5.9
14299,25132,Shorts,tt1100119,en,8/21/2009,28972508.0,5.1
14300,12572,"New York, I Love You",tt0808399,en,9/6/2008,8049666.0,5.7
14302,32563,The Flame and the Arrow,tt0042464,en,7/9/1950,0.0,6.4
14309,120518,See You in the Morning,tt0098283,en,4/14/1989,0.0,5.7
14310,24238,Mary and Max,tt0978762,en,2/9/2009,1725381.0,7.8
14312,24056,The Tournament,tt0471041,en,5/1/2009,0.0,5.8
14313,23512,The Boys Are Back,tt0926380,en,9/15/2009,0.0,6.4
14314,31189,Cairo Time,tt0896529,en,9/13/2009,0.0,6.3
14316,85763,The 7th Dawn,tt0057813,en,9/2/1964,0.0,4.7
14317,37637,There's Always Tomorrow,tt0049843,en,2/1/1956,0.0,7.4
14323,97029,Ceddo,tt0077309,en,6/1/1977,0.0,8.4
14329,8926,Afterschool,tt1224366,en,5/18/2008,0.0,5.8
14330,16398,Dragonquest,tt1353997,en,3/31/2009,0.0,2.3
14334,22947,Up in the Air,tt1193138,en,9/5/2009,163670000.0,6.7
14336,168607,Expo Magic of the White City,tt0455940,en,9/16/2005,0.0,7.2
14338,105419,The Cuenca Crime,tt0079007,en,2/1/1980,0.0,5.6
14340,34631,You're Gonna Miss Me: A Film About Roky Erickson,tt0791268,en,6/10/2007,0.0,6.8
14345,23173,Tormented,tt1100053,en,5/22/2009,0.0,5.3
14348,39306,The 13th Letter,tt0043251,en,2/21/1951,0.0,7.0
14349,71171,23 Paces to Baker Street,tt0048919,en,5/18/1956,0.0,6.2
14356,22447,Is Anybody There?,tt1130088,en,4/17/2009,0.0,5.8
14357,43893,Les Misérables,tt0026725,en,4/2/1935,0.0,7.2
14358,65403,Vital Signs,tt0100879,en,4/13/1990,0.0,4.5
14362,108021,A Dangerous Woman,tt0106661,en,9/10/1993,0.0,4.8
14363,94653,Twilight of the Ice Nymphs,tt0120393,en,9/9/1997,0.0,6.6
14365,36949,99 River Street,tt0045465,en,3/10/1953,0.0,6.7
14366,38680,40 Guns to Apache Pass,tt0060048,en,5/1/1967,0.0,4.1
14375,61647,One Hundred Men and a Girl,tt0029347,en,9/5/1937,0.0,4.9
14377,22820,Gentlemen Broncos,tt1161418,en,9/30/2009,0.0,6.2
14379,30431,Creation,tt0974014,en,9/25/2009,0.0,6.6
14380,197552,Between the Devil and the Deep Blue Sea,tt0112491,en,5/28/1995,0.0,2.5
14382,36278,Top Dog,tt0114697,en,4/28/1995,5093707.0,4.3
14383,54648,The Pebble and the Penguin,tt0114108,en,4/11/1995,3983912.0,5.2
14384,32834,MVP: Most Valuable Primate,tt0196106,en,8/11/2000,0.0,4.5
14386,53263,Price of Glory,tt0188160,en,5/31/2000,0.0,3.4
14391,82040,Most,tt0345672,en,6/11/2003,0.0,7.3
14398,84656,Fires Were Started,tt0035881,en,4/12/1943,0.0,5.8
14401,84772,Hell's Hinges,tt0006780,en,3/5/1916,0.0,5.7
14402,106537,Michael Jackson: Life of a Superstar,tt1515158,en,12/31/2008,0.0,0.0
14405,4475,The Private Lives of Pippa Lee,tt1134629,en,7/7/2009,0.0,6.0
14407,108200,The Doctor Takes a Wife,tt0032397,en,4/25/1940,0.0,7.0
14409,52048,Last Stop for Paul,tt0930071,en,4/1/2006,0.0,6.3
14411,24480,Partly Cloudy,tt1425244,en,5/28/2009,0.0,7.9
14413,176273,The Chechahcos,tt0014770,en,5/14/1924,0.0,5.0
14414,19851,Grey Gardens,tt0758751,en,4/18/2009,0.0,6.7
14417,22825,The Box,tt0362478,en,9/17/2009,33333531.0,5.4
14423,23189,The Undercover Man,tt0042006,en,3/21/1949,0.0,6.0
14424,11699,The Bad Lieutenant: Port of Call - New Orleans,tt1095217,en,9/11/2009,10589102.0,6.0
14425,18239,The Twilight Saga: New Moon,tt1259571,en,3/15/2009,709827462.0,5.6
14426,17774,Derailed,tt0298296,en,5/19/2002,0.0,3.9
14428,14859,Keith,tt0435679,en,9/13/2008,0.0,7.0
14430,22832,Ninja Assassin,tt1186367,en,9/29/2009,60462347.0,6.2
14433,19167,Second In Command,tt0458471,en,5/2/2006,0.0,4.7
14436,2261,Wattstax,tt0070902,en,2/4/1973,0.0,7.8
14437,9924,The Hard Corps,tt0462329,en,8/15/2006,0.0,4.7
14438,30231,Oxford Blues,tt0087866,en,8/24/1984,0.0,5.0
14441,55628,The Last Remake of Beau Geste,tt0076297,en,6/15/1977,0.0,5.3
14442,112687,Doomwatch,tt0068498,en,3/1/1972,0.0,7.4
14448,6058,The Patriot,tt0120786,en,7/10/1998,0.0,4.2
14455,47466,The Fly,tt0081040,en,9/5/1980,0.0,7.4
14459,53516,"Billy Blazes, Esq.",tt0009932,en,7/6/1919,0.0,6.3
14460,27258,Home Movie,tt1267319,en,7/10/2008,0.0,5.1
14463,161094,Hoop Reality,tt0803005,en,7/1/2007,0.0,0.0
14464,267523,Printed Rainbow,tt0938780,en,5/20/2006,0.0,5.8
14467,97035,A Tale of the Wind,tt0096337,en,9/9/1988,0.0,7.6
14474,19116,Asylum,tt0804443,en,3/20/2008,0.0,3.6
14476,36106,True Heart Susie,tt0010806,en,6/1/1919,0.0,7.0
14480,15400,Mickey's Once Upon a Christmas,tt0238414,en,12/7/1999,0.0,6.7
14481,22640,Shrink,tt1247692,en,6/8/2009,0.0,6.1
14486,23951,Objectified,tt1241325,en,3/14/2009,0.0,7.2
14487,30238,Earthlings,tt0358456,en,9/24/2005,0.0,7.6
14488,29406,Trucker,tt1087527,en,4/24/2008,0.0,6.8
14491,18472,Driven To Kill,tt1227177,en,5/1/2009,0.0,4.9
14495,2143,Carla's Song,tt0115832,en,9/20/1996,0.0,6.8
14496,10198,The Princess and the Frog,tt0780521,en,12/8/2009,267045765.0,6.7
14497,26171,Everybody's Fine,tt0780511,en,12/4/2009,0.0,6.5
14498,32634,Two Rode Together,tt0055558,en,7/26/1961,0.0,6.1
14499,4597,Armored,tt0913354,en,12/4/2009,22942221.0,5.5
14500,37190,Transylmania,tt0936471,en,12/4/2009,263941.0,4.1
14502,62131,Link,tt0091415,en,3/5/1986,0.0,5.9
14503,20606,Doghouse,tt1023500,en,6/11/2009,0.0,6.0
14504,139212,Recipes For Disaster,tt0892773,en,9/19/2008,0.0,7.0
14507,88067,Cover-Up,tt0099312,en,2/22/1991,0.0,4.3
14522,47122,Flaming Creatures,tt0054880,en,4/29/1963,0.0,5.4
14531,46886,Disco and Atomic War,tt1421032,en,4/10/2009,0.0,5.3
14539,48496,Tango,tt0084764,en,5/1/1981,0.0,8.0
14540,33052,My Sister Eileen,tt0035105,en,9/24/1942,0.0,6.5
14546,19197,Mum & Dad,tt1129428,en,8/22/2008,0.0,6.3
14548,25968,Veronika Decides to Die,tt1068678,en,5/16/2009,0.0,5.8
14549,61872,Alice,tt1461312,en,12/6/2009,0.0,6.3
14553,9650,Hard Luck,tt0489070,en,8/22/2007,0.0,5.5
14559,13988,The Art of War II: Betrayal,tt1233571,en,8/12/2008,0.0,4.9
14560,36811,The Last Station,tt0824758,en,9/4/2009,0.0,6.7
14568,26533,The Fallen Sparrow,tt0035860,en,8/19/1943,0.0,3.7
14569,25137,Beyond a Reasonable Doubt,tt1183251,en,2/5/2009,4388563.0,5.5
14570,22043,The Profit,tt0277255,en,4/1/2001,0.0,4.5
14571,18898,Looking for Eric,tt1242545,en,5/27/2009,0.0,6.4
14572,26123,American Pie Presents: The Book of Love,tt1407050,en,6/18/2009,0.0,5.1
14573,40494,Trapeze,tt0049875,en,5/30/1956,14400000.0,6.4
14574,27172,There Was a Crooked Man...,tt0066448,en,9/18/1970,0.0,6.9
14578,44808,Sweepers,tt0120851,en,3/23/1999,0.0,1.8
14588,26129,Storm Catcher,tt0179477,en,9/10/1999,0.0,4.5
14594,352237,Pronto,tt0119957,en,6/8/1997,0.0,5.5
14595,25769,Carriers,tt0806203,en,9/4/2009,5802422.0,5.8
14597,25680,The Friends of Eddie Coyle,tt0070077,en,6/26/1973,0.0,7.6
14606,64736,Piter FM,tt0813541,en,4/20/2006,0.0,5.4
14607,23963,Pontypool,tt1226681,en,3/6/2009,32000.0,6.6
14609,26465,Big Pun: The Legacy,tt1144866,en,9/1/2009,0.0,5.8
14611,60489,The Last Patrol,tt0214871,en,8/21/2001,0.0,3.8
14612,16204,The Girl in the Park,tt0847167,en,9/9/2007,0.0,6.1
14614,20236,Direct Contact,tt1182609,en,4/16/2009,0.0,4.4
14615,148077,The Matriarch,tt0944114,en,9/14/2007,435000.0,5.3
14616,42564,Land of the Pharaohs,tt0048283,en,7/24/1955,0.0,6.0
14618,25190,The Sun Also Rises,tt0051028,en,8/23/1957,0.0,5.4
14619,22327,Youth in Revolt,tt0403702,en,9/11/2009,0.0,5.9
14622,24458,The Age of Stupid,tt1300563,en,9/21/2009,0.0,6.2
14625,28178,Hachi: A Dog's Tale,tt1028532,en,6/13/2009,47801389.0,7.7
14627,149851,Enid Is Sleeping,tt0099506,en,5/17/1991,0.0,3.5
14635,123772,Mister Johnson,tt0102458,en,9/8/1990,0.0,5.8
14642,25927,Staten Island,tt0976246,en,2/7/2009,0.0,6.4
14644,28227,Collapse,tt1503769,en,9/12/2009,0.0,7.7
14645,31875,Last Resort,tt0258761,en,2/23/2000,0.0,5.5
14647,58589,Metal Gear Solid: Philanthropy,tt1543283,en,9/27/2009,0.0,6.4
14648,26820,My One and Only,tt1185431,en,8/21/2009,2479538.0,6.2
14650,24271,The Maiden Heist,tt1107860,en,5/9/2009,0.0,5.8
14652,95140,Detention,tt0321997,en,7/5/2003,0.0,5.6
14654,37222,The V.I.P.s,tt0057634,en,5/1/1963,0.0,5.4
14660,26765,Mr. Warmth: The Don Rickles Project,tt0949815,en,12/4/2007,0.0,6.1
14661,5707,Shooting War,tt0250730,en,12/7/2000,0.0,5.3
14662,323111,Semper Fi,tt0233105,en,4/1/2001,0.0,0.0
14664,126925,Gretchen the Greenhorn,tt0006745,en,9/3/1916,0.0,5.5
14668,81895,MacGyver: Lost Treasure of Atlantis,tt0110419,en,5/14/1994,0.0,5.6
14671,18476,Horsemen,tt0892767,en,2/6/2009,1017401.0,5.5
14673,20107,Bart Got a Room,tt0472050,en,4/25/2008,0.0,5.9
14675,164421,A Matter of Dignity,tt0051065,en,4/30/1958,0.0,5.0
14677,41970,The Last of England,tt0093393,en,8/23/1987,0.0,6.1
14680,44027,"My Son, My Son, What Have Ye Done",tt1233219,en,9/6/2009,0.0,6.0
14691,277622,The 27 Club,tt0906783,en,4/26/2008,0.0,8.0
14693,44941,Year of the Comet,tt0105871,en,4/24/1992,0.0,6.9
14696,14981,Welcome To Macintosh,tt1247703,en,5/6/2008,0.0,5.2
14703,49956,The Long Day Closes,tt0104753,en,5/22/1992,0.0,7.2
14709,52229,Kid Galahad,tt0029080,en,5/29/1937,0.0,7.0
14714,5761,Hannah Takes the Stairs,tt0841108,en,3/11/2007,0.0,5.6
14715,57978,Meantime,tt0082727,en,3/14/1984,0.0,6.8
14718,17911,Mega Shark vs Giant Octopus,tt1350498,en,5/19/2009,0.0,3.7
14721,69061,Dr. Otto and the Riddle of the Gloom Beam,tt0090968,en,4/9/1986,0.0,6.0
14722,13382,"Rudolph, the Red-Nosed Reindeer",tt0058536,en,12/6/1964,0.0,6.9
14726,29110,Garbage Warrior,tt1104694,en,4/19/2007,0.0,8.0
14728,266740,The Living Room of the Nation,tt1491605,en,9/11/2009,0.0,4.8
14729,22164,Blood and Bone,tt0346631,en,2/7/2009,0.0,6.6
14730,15255,Undisputed II: Last Man Standing,tt0443676,en,4/11/2006,0.0,6.8
14731,71885,Motocrossed,tt0273842,en,2/16/2001,0.0,4.4
14736,43346,Genevieve,tt0045808,en,5/28/1953,0.0,6.3
14737,40083,Sometimes a Great Notion,tt0067774,en,12/31/1970,0.0,7.0
14741,15807,Air Force,tt0035616,en,3/20/1943,0.0,6.3
14742,85507,Coquette,tt0019788,en,4/6/1929,0.0,5.4
14743,72241,Unconquered,tt0039931,en,9/24/1947,0.0,5.1
14744,22404,Man Hunt,tt0033873,en,6/13/1941,0.0,6.8
14747,41787,Defenseless,tt0099397,en,8/23/1991,0.0,5.7
14750,48609,A Fine Mess,tt0091051,en,8/8/1986,6029824.0,3.4
14751,251281,Thomas Pynchon: A Journey Into the Mind of P.,tt0304820,en,5/2/2003,0.0,0.0
14753,21033,Beautiful,tt1170391,en,4/27/2009,56000.0,4.6
14755,186129,Forgiven,tt0835456,en,8/15/2007,0.0,0.0
14759,17836,Virginia City,tt0033226,en,3/23/1940,0.0,5.4
14766,84104,Shriek of the Mutilated,tt0072156,en,8/2/1974,0.0,5.3
14770,120109,Too Many Husbands,tt0033174,en,4/3/1940,0.0,7.2
14774,33295,More Than a Game,tt1286821,en,9/6/2008,887029.0,7.2
14775,29501,Falling Up,tt1084955,en,9/29/2009,0.0,5.2
14776,16453,Zach Galifianakis: Live at the Purple Onion,tt0804558,en,3/6/2007,0.0,7.3
14785,49807,The Perfect Circle,tt0117555,en,8/24/1997,0.0,6.9
14786,99749,Rampage,tt0095958,en,9/1/1987,796368.0,6.5
14793,40724,Anne of Green Gables: The Sequel,tt0092571,en,5/19/1987,0.0,8.0
14796,71825,Mistress,tt0104892,en,7/24/1992,1102469.0,5.7
14798,98246,The Sun,tt0439817,en,2/17/2005,76.0,6.6
14799,33630,Vivacious Lady,tt0030944,en,8/31/1938,0.0,6.0
14802,33602,Temple Grandin,tt1278469,en,2/6/2010,0.0,7.7
14804,252407,Me and Him,tt0093240,en,9/14/1988,0.0,0.0
14806,42212,Thank God It's Friday,tt0078382,en,5/19/1978,0.0,4.6
14808,27989,Serious Moonlight,tt1133993,en,12/4/2009,0.0,5.2
14809,25983,The House of the Devil,tt1172994,en,4/25/2009,0.0,6.0
14813,24469,Fish Tank,tt1232776,en,5/14/2009,2357852.0,6.9
14818,31578,Body Bags,tt0106449,en,8/7/1993,0.0,5.7
14822,32856,Valentine's Day,tt0817230,en,2/10/2010,216485654.0,5.7
14823,7978,The Wolfman,tt0780653,en,2/11/2010,0.0,5.5
14824,60086,Babysitter Wanted,tt0819755,en,2/6/2009,0.0,5.3
14825,11324,Shutter Island,tt1130884,en,2/18/2010,294804195.0,7.8
14826,90052,The Sign of Four,tt0270645,en,3/23/2001,0.0,6.0
14829,183946,Yellow,tt0122804,en,5/29/1998,0.0,0.0
14831,26715,Bitch Slap,tt1212974,en,5/16/2009,199436.0,4.5
14832,19311,$9.99 ,tt0790799,en,9/4/2008,0.0,6.0
14833,38448,Ondine,tt1235796,en,9/14/2009,1644755.0,6.5
14834,45988,1066: The Battle for Middle Earth,tt1329539,en,5/18/2009,0.0,0.0
14835,20047,The Steam Experiment,tt1289437,en,3/1/2009,0.0,3.7
