,id,title,imdb_id,original_language,release_date,revenue,vote_average
619,1592,Primal Fear,tt0117381,en,4/3/1996,102616183.0,7.4
620,166901,Rude,tt0114305,en,9/8/1995,0.0,6.0
622,19042,All Dogs Go to Heaven 2,tt0115509,en,3/29/1996,8620678.0,5.0
624,47449,Denise Calls Up,tt0112844,en,5/17/1995,0.0,6.6
626,41852,A Family Thing,tt0116275,en,3/29/1996,0.0,5.6
627,40926,Frisk,tt0113122,en,3/22/1996,0.0,3.0
628,9099,Sgt. Bilko,tt0117608,en,3/29/1996,0.0,5.5
629,2021,Jack & Sarah,tt0113448,en,6/2/1995,218626.0,5.1
630,61752,Girl 6,tt0116414,en,3/22/1996,4939939.0,5.7
631,10988,Diabolique,tt0116095,en,3/22/1996,0.0,5.4
637,10684,Courage Under Fire,tt0115956,en,7/4/1996,100860818.0,6.2
638,954,Mission: Impossible,tt0117060,en,5/22/1996,457696359.0,6.7
640,18989,Moll Flanders,tt0117071,en,6/14/1996,0.0,6.2
643,8840,DragonHeart,tt0116136,en,5/31/1996,115267375.0,6.4
646,11107,Eddie,tt0116168,en,5/31/1996,0.0,5.4
648,70934,Billy's Holiday,tt0112509,en,7/26/1995,0.0,0.0
650,161070,August,tt0115591,en,8/8/1996,0.0,5.3
651,10539,James and the Giant Peach,tt0116683,en,4/12/1996,28921264.0,6.2
652,10543,Fear,tt0116287,en,4/12/1996,0.0,6.1
653,18414,Kids in the Hall: Brain Candy,tt0116768,en,4/2/1996,0.0,5.9
654,47502,Faithful,tt0116269,en,4/3/1996,9789900.0,4.8
657,25087,Bloodsport II,tt0112536,en,3/1/1996,684351.0,5.2
660,3065,Mystery Science Theater 3000: The Movie,tt0117128,en,4/19/1996,0.0,7.0
661,318177,Tarantella,tt0114616,en,3/15/1996,0.0,0.0
666,27768,Some Folks Call It a Sling Blade,tt0108181,en,3/26/1994,0.0,7.5
667,221917,The Run of the Country,tt0114307,en,9/22/1995,0.0,8.0
671,185191,The Eye of Vichy,tt0107727,en,5/20/1993,0.0,0.0
673,33245,It's My Party,tt0113443,en,3/22/1996,0.0,6.2
675,27281,Operation Dumbo Drop,tt0114048,en,7/28/1995,0.0,4.7
677,40001,Mrs. Winterbourne,tt0117104,en,4/19/1996,10070000.0,5.5
680,20762,The Substitute,tt0117774,en,4/19/1996,0.0,5.8
681,37144,True Crime,tt0114736,en,3/12/1996,0.0,5.1
682,48260,Butterfly Kiss,tt0112604,en,8/18/1995,0.0,7.4
683,12656,Feeling Minnesota,tt0116289,en,9/13/1996,0.0,5.5
684,38867,Delta of Venus,tt0109593,en,6/9/1995,62949.0,3.3
686,25969,Angus,tt0112368,en,9/15/1995,0.0,6.8
689,43634,Boys,tt0115742,en,5/10/1996,0.0,5.3
690,9103,The Quest,tt0117420,en,4/19/1996,57400547.0,5.3
691,90214,Cosi,tt0115951,en,3/4/1996,0.0,7.1
692,29649,Sunset Park,tt0117784,en,4/26/1996,0.0,5.1
693,10990,Mulholland Falls,tt0117107,en,4/26/1996,0.0,6.2
694,8866,The Truth About Cats & Dogs,tt0117979,en,4/26/1996,0.0,5.7
696,23449,Celtic Pride,tt0115851,en,4/19/1996,0.0,4.9
697,36355,Flipper,tt0116322,en,5/17/1996,20080020.0,5.3
698,37667,Captives,tt0109374,en,5/3/1994,0.0,6.0
699,90148,Of Love and Shadows,tt0110712,en,5/10/1994,0.0,4.4
701,11876,The Horseman on the Roof,tt0113362,en,9/20/1995,15000000.0,6.7
705,9304,Multiplicity,tt0117108,en,7/19/1996,0.0,5.5
706,73183,"The Haunted World of Edward D. Wood, Jr.",tt0113270,en,5/1/1996,0.0,10.0
707,131232,Two Friends,tt0333373,en,3/20/2002,0.0,0.0
708,9100,The Craft,tt0115963,en,5/3/1996,24769466.0,6.3
709,20759,The Great White Hype,tt0116448,en,5/3/1996,0.0,5.1
710,46063,Last Dance,tt0116827,en,5/2/1996,5.0,5.6
713,40651,"Institute Benjamenta, or This Dream People Call Human Life",tt0113429,en,8/1/1995,0.0,7.7
714,36915,Heaven's Prisoners,tt0116508,en,5/17/1996,0.0,5.0
715,40507,Original Gangstas,tt0117260,en,5/10/1996,3014000.0,5.5
716,9802,The Rock,tt0117500,en,6/6/1996,335062621.0,6.9
717,25697,Getting Away with Murder,tt0116405,en,4/12/1996,0.0,5.5
719,664,Twister,tt0117998,en,5/10/1996,494471524.0,6.1
720,11867,Barb Wire,tt0115624,en,5/2/1996,3793614.0,3.9
725,10535,Spy Hard,tt0117723,en,5/24/1996,0.0,4.9
726,124613,Brothers in Trouble,tt0112586,en,8/23/1995,0.0,0.0
729,16299,The Stupids,tt0117768,en,8/30/1996,0.0,4.2
730,10547,The Arrival,tt0115571,en,5/31/1996,14048372.0,6.1
731,245268,The Man from Down Under,tt0031612,en,8/4/1943,0.0,0.0
733,55613,Careful,tt0103926,en,9/30/1992,0.0,7.8
735,41007,A Month by the Lake,tt0113849,en,9/11/1995,0.0,7.2
737,110465,Kim,tt0042644,en,12/7/1950,0.0,7.0
740,275096,The Jar,tt0104606,en,4/1/1994,0.0,8.0
743,9826,The Phantom,tt0117331,en,6/6/1996,17300889.0,4.7
744,9879,Striptease,tt0117765,en,6/28/1996,113309743.0,4.4
745,63564,The Last of the High Kings,tt0116833,en,12/6/1996,0.0,5.7
747,7095,Jack,tt0116669,en,8/9/1996,58620973.0,5.9
748,26890,I Shot Andy Warhol,tt0116594,en,5/1/1996,1814290.0,6.1
749,46732,The Grass Harp,tt0113211,en,9/10/1995,0.0,6.1
752,196940,Quartier Mozart,tt0105201,en,5/26/1992,0.0,5.0
756,188589,Babyfever,tt0109191,en,5/4/1994,0.0,0.0
758,627,Trainspotting,tt0117951,en,2/23/1996,16491080.0,7.8
759,32872,Til There Was You,tt0118523,en,5/30/1997,0.0,3.9
760,602,Independence Day,tt0116629,en,6/25/1996,816969268.0,6.7
761,14553,Stealing Beauty,tt0117737,en,3/29/1996,0.0,6.6
762,9566,The Fan,tt0116277,en,8/15/1996,18626419.0,5.7
763,10545,The Hunchback of Notre Dame,tt0116583,en,6/21/1996,100138851.0,6.8
764,9894,The Cable Guy,tt0115798,en,6/10/1996,102825796.0,5.7
765,11543,Kingpin,tt0116778,en,7/4/1996,25023434.0,6.7
766,9268,Eraser,tt0116213,en,6/21/1996,242295562.0,5.6
768,9327,The Nutty Professor,tt0117218,en,6/26/1996,128769345.0,5.4
773,183955,Midnight Dancers,tt0111180,en,9/9/1994,0.0,7.0
774,44535,Somebody to Love,tt0111237,en,9/27/1994,0.0,5.1
777,11228,Daylight,tt0116040,en,12/6/1996,159212469.0,5.8
778,10779,The Frighteners,tt0116365,en,7/18/1996,29359216.0,6.7
779,26748,Lone Star,tt0116905,en,6/21/1996,13269963.0,6.9
780,38223,Harriet the Spy,tt0116493,en,7/10/1996,0.0,5.7
781,9294,Phenomenon,tt0117333,en,7/5/1996,152036382.0,6.2
782,49963,Walking and Talking,tt0118113,en,7/17/1996,0.0,6.6
783,11363,She's the One,tt0117628,en,8/26/1996,9482579.0,5.7
784,1645,A Time to Kill,tt0117913,en,7/24/1996,152266007.0,7.0
785,31546,American Buffalo,tt0115530,en,9/13/1996,665450.0,6.2
787,36344,Alaska,tt0115493,en,8/14/1996,0.0,5.2
788,18550,Fled,tt0116320,en,7/19/1996,17193231.0,5.2
789,11511,Kazaam,tt0116756,en,7/17/1996,0.0,3.6
792,281085,A Boy Called Hate,tt0112568,en,5/22/1996,0.0,6.0
793,109478,Power 98,tt0114170,en,5/17/1996,0.0,4.0
794,124645,Two Deaths,tt0117999,en,9/10/1995,0.0,7.0
795,12606,A Very Brady Sequel,tt0118073,en,8/23/1996,0.0,5.8
796,69895,Stefano Quantestorie,tt0108220,en,5/26/1993,0.0,6.0
803,124614,The Convent,tt0112716,en,9/6/1995,0.0,6.5
804,18975,The Adventures of Pinocchio,tt0115472,en,7/26/1996,0.0,5.0
805,11962,Joe's Apartment,tt0116707,en,7/26/1996,4619014.0,5.0
806,2925,The First Wives Club,tt0116313,en,9/20/1996,116400000.0,6.5
810,92381,Phat Beach,tt0117332,en,8/2/1996,0.0,5.4
811,18555,Foxfire,tt0116353,en,8/23/1996,258263.0,6.3
812,12123,Chain Reaction,tt0115857,en,8/2/1996,60209334.0,5.3
813,10830,Matilda,tt0117008,en,8/2/1996,33459416.0,6.9
814,3573,Emma,tt0116191,en,8/2/1996,22231658.0,6.7
815,10546,The Crow: City of Angels,tt0115986,en,8/29/1996,17917287.0,5.2
816,18862,House Arrest,tt0116571,en,8/14/1996,0.0,5.0
818,9431,Bordello of Blood,tt0117826,en,8/16/1996,5600000.0,5.0
819,124619,Lotto Land,tt0113695,en,6/1/1995,0.0,7.0
820,297645,The Story of Xinghua,tt0108227,en,3/30/1994,0.0,0.0
822,46986,Flirt,tt0113080,en,9/14/1995,0.0,7.5
823,144982,The Big Squeeze,tt0115680,en,9/6/1996,0.0,5.0
824,47907,The Spitfire Grill,tt0117718,en,8/23/1996,12643776.0,6.8
825,10061,Escape from L.A.,tt0116225,en,8/9/1996,42277365.0,5.6
827,549,Basquiat,tt0115632,en,8/9/1996,3011195.0,6.6
828,10478,Tin Cup,tt0117918,en,8/16/1996,53854588.0,5.9
829,66634,Dingo,tt0104109,en,6/2/1991,300000.0,6.0
834,238,The Godfather,tt0068646,en,3/14/1972,245066411.0,8.5
839,42758,Small Faces,tt0114474,en,4/5/1996,0.0,6.4
840,9303,Bound,tt0115736,en,9/13/1996,7011317.0,6.9
841,23945,Carpool,tt0115836,en,8/23/1996,0.0,4.9
843,22479,Kansas City,tt0116745,en,8/16/1996,0.0,6.1
844,9054,Gone Fishin',tt0119214,en,5/30/1997,0.0,4.7
848,59569,Killer: A Journal of Murder,tt0113542,en,9/6/1996,0.0,6.3
851,110513,Girls Town,tt0116418,en,8/21/1996,0.0,5.2
852,114089,Bye-Bye,tt0112607,en,8/30/1995,0.0,7.7
854,9306,The Island of Dr. Moreau,tt0116654,en,8/23/1996,49627779.0,4.6
855,12559,First Kid,tt0116311,en,8/30/1996,0.0,5.3
856,58770,The Trigger Effect,tt0117965,en,8/30/1996,0.0,6.6
857,124851,Sweet Nothing,tt0114592,en,6/8/1995,0.0,5.0
858,3587,Bogus,tt0115725,en,9/6/1996,0.0,5.4
859,10723,Bulletproof,tt0115783,en,9/6/1996,22611954.0,5.4
861,19004,The Land Before Time III: The Time of the Great Giving,tt0113596,en,3/16/1995,0.0,6.1
864,10987,Halloween: The Curse of Michael Myers,tt0113253,en,9/29/1995,15116634.0,5.0
868,79782,Venice,tt1684935,en,5/25/2010,0.0,7.5
870,27854,For Whom the Bell Tolls,tt0035896,en,7/12/1943,0.0,6.1
871,981,The Philadelphia Story,tt0032904,en,12/5/1940,0.0,7.7
872,872,Singin' in the Rain,tt0045152,en,4/10/1952,7200000.0,7.9
873,2769,An American in Paris,tt0043278,en,8/8/1951,4500000.0,6.9
874,13320,Funny Face,tt0050419,en,2/13/1957,0.0,7.0
876,426,Vertigo,tt0052357,en,5/9/1958,28000000.0,8.0
877,567,Rear Window,tt0047396,en,8/1/1954,36764313.0,8.2
878,3078,It Happened One Night,tt0025316,en,2/22/1934,4500000.0,7.7
879,13528,Gaslight,tt0036855,en,5/4/1944,0.0,7.2
881,213,North by Northwest,tt0053125,en,7/7/1959,13275000.0,7.8
882,284,The Apartment,tt0053604,en,6/15/1960,25000000.0,8.1
883,239,Some Like It Hot,tt0053291,en,3/18/1959,25000000.0,8.0
884,4808,Charade,tt0056923,en,12/5/1963,13474588.0,7.7
888,6620,Sabrina,tt0047437,en,9/28/1954,10000000.0,7.4
889,804,Roman Holiday,tt0046250,en,9/2/1953,12000000.0,7.8
890,26531,The Little Princess,tt0031580,en,3/17/1939,0.0,7.0
892,630,The Wizard of Oz,tt0032138,en,8/15/1939,33754967.0,7.4
895,599,Sunset Boulevard,tt0043014,en,8/10/1950,5000000.0,8.2
896,15,Citizen Kane,tt0033467,en,4/30/1941,23217674.0,8.0
897,62,2001: A Space Odyssey,tt0062622,en,4/10/1968,68700000.0,7.9
898,121357,Golden Earrings,tt0039428,en,8/27/1947,0.0,4.8
901,223,Rebecca,tt0032976,en,4/12/1940,6000000.0,7.7
902,25670,Foreign Correspondent,tt0032484,en,8/16/1940,0.0,7.0
903,303,Notorious,tt0038787,en,8/15/1946,24464742.0,7.8
905,8356,An Affair to Remember,tt0050105,en,7/11/1957,0.0,7.1
906,381,To Catch a Thief,tt0048728,en,8/3/1955,8750000.0,7.1
907,20758,Father of the Bride,tt0042451,en,6/16/1950,0.0,6.6
908,29376,The Band Wagon,tt0045537,en,8/7/1953,0.0,7.1
910,18299,Love in the Afternoon,tt0050658,en,6/30/1957,0.0,7.3
911,17281,Gigi,tt0051658,en,4/15/1958,0.0,6.1
913,10907,The Adventures of Robin Hood,tt0029843,en,5/13/1938,3981000.0,7.6
916,22292,The Ghost and Mrs. Muir,tt0039420,en,6/26/1947,0.0,7.3
917,3598,Lost Horizon,tt0029162,en,9/1/1937,0.0,6.8
918,3080,Top Hat,tt0027125,en,9/6/1935,3202000.0,7.4
919,198,To Be or Not to Be,tt0035446,en,3/5/1942,0.0,7.7
920,13562,My Man Godfrey,tt0028010,en,9/17/1936,0.0,7.7
922,220,East of Eden,tt0048028,en,3/9/1955,5.0,7.5
923,3529,The Thin Man,tt0025878,en,5/25/1934,1423000.0,7.4
928,900,Bringing Up Baby,tt0029947,en,2/18/1938,0.0,7.6
929,43795,Penny Serenade,tt0034012,en,4/24/1941,0.0,6.4
930,85638,The Scarlet Letter,tt0017350,en,8/9/1926,0.0,8.3
931,50001,Lady of Burlesque,tt0036094,en,6/1/1943,0.0,5.0
932,43905,Of Human Bondage,tt0025586,en,7/20/1934,0.0,6.4
933,22688,Angel on My Shoulder,tt0038300,en,9/20/1946,0.0,5.7
934,23114,Little Lord Fauntleroy,tt0027893,en,3/6/1936,0.0,6.6
937,22356,Angel and the Badman,tt0039152,en,2/15/1947,0.0,6.6
938,260,The 39 Steps,tt0026029,en,6/1/1935,0.0,7.4
940,22613,The Outlaw,tt0036241,en,2/5/1943,0.0,4.9
944,261,Cat on a Hot Tin Roof,tt0051459,en,2/17/1958,17570324.0,7.6
946,32574,Meet John Doe,tt0033891,en,3/12/1941,0.0,7.3
947,22657,Algiers,tt0029855,en,6/28/1938,0.0,5.8
948,76464,Something to Sing About,tt0029588,en,9/30/1937,0.0,3.8
949,22649,A Farewell to Arms,tt0022879,en,12/8/1932,25.0,6.2
950,176841,Moonlight Murder,tt0027980,en,3/27/1936,0.0,6.0
953,52855,Dangerous Ground,tt0118927,en,2/12/1997,3028094.0,5.0
956,85328,The Pompatus of Love,tt0117357,en,7/26/1996,0.0,5.3
958,11076,Fly Away Home,tt0116329,en,9/13/1996,0.0,6.6
959,63945,Bliss,tt0118742,en,4/14/1997,294064.0,4.8
960,58985,Grace of My Heart,tt0116442,en,9/13/1996,0.0,6.5
962,10861,Maximum Risk,tt0117011,en,9/13/1996,51702483.0,5.3
964,44465,The Rich Man's Wife,tt0117473,en,9/13/1996,8538318.0,4.9
966,18203,Big Night,tt0115678,en,9/20/1996,0.0,6.8
967,9333,Last Man Standing,tt0116830,en,9/20/1996,47267001.0,6.2
970,9401,2 Days in the Valley,tt0115438,en,9/11/1996,0.0,5.9
971,12241,Curdled,tt0115994,en,9/6/1996,49620.0,6.2
972,25739,L'associé,tt0083587,en,8/22/1979,0.0,6.0
974,11306,Extreme Measures,tt0116259,en,9/27/1996,17380126.0,5.7
978,18660,The Apple Dumpling Gang,tt0072653,en,7/1/1975,0.0,6.6
979,35115,"Davy Crockett, King of the Wild Frontier",tt0047977,en,5/25/1955,0.0,5.9
980,14821,Escape to Witch Mountain,tt0072951,en,3/21/1975,20000000.0,6.5
982,10869,Herbie Rides Again,tt0071607,en,2/14/1974,0.0,5.9
984,19186,The Parent Trap,tt0055277,en,6/12/1961,0.0,6.8
985,31102,Pollyanna,tt0054195,en,5/19/1960,0.0,6.9
986,6878,Homeward Bound: The Incredible Journey,tt0107131,en,2/3/1993,0.0,6.6
987,15944,The Shaggy Dog,tt0053271,en,3/19/1959,0.0,6.2
991,864,Cool Runnings,tt0106611,en,9/30/1993,154864401.0,6.8
992,24795,Angels in the Outfield,tt0109127,en,7/15/1994,50236831.0,5.7
993,11224,Cinderella,tt0042332,en,3/4/1950,263591415.0,6.8
995,15947,The Three Caballeros,tt0038166,en,7/21/1944,0.0,6.2
998,8367,Robin Hood: Prince of Thieves,tt0102798,en,6/14/1991,390493908.0,6.6
999,433,Mary Poppins,tt0058331,en,8/27/1964,102272727.0,7.4
1003,12092,Alice in Wonderland,tt0043274,en,7/3/1951,572000000.0,7.0
1004,10948,The Fox and the Hound,tt0082406,en,7/10/1981,29800000.0,7.0
1005,11229,Freeway,tt0116361,en,8/23/1996,0.0,6.5
1006,15121,The Sound of Music,tt0059742,en,3/2/1965,286214286.0,7.4
1007,562,Die Hard,tt0095016,en,7/15/1988,140767956.0,7.5
1008,10163,The Lawnmower Man,tt0104692,en,3/5/1992,32101000.0,5.4
1009,48862,Unhook the Stars,tt0118044,en,9/4/1996,0.0,6.2
1010,117036,Synthetic Pleasures,tt0114597,en,9/13/1995,0.0,0.0
1012,11159,Secrets & Lies,tt0117589,en,5/24/1996,13417292.0,7.1
1015,41843,Surviving Picasso,tt0117791,en,9/4/1996,1985001.0,5.3
1016,55058,Love Is All There Is,tt0116928,en,5/10/1996,0.0,5.5
1017,10938,Beautiful Thing,tt0115640,en,6/21/1996,1500000.0,7.3
1022,108365,The Proprietor,tt0117400,en,9/9/1996,0.0,0.0
1026,25147,Jude,tt0116722,en,2/6/1996,405000.0,6.6
1027,9716,Everyone Says I Love You,tt0116242,en,12/6/1996,0.0,6.5
1032,38191,The Sunchaser,tt0117781,en,5/29/1996,0.0,6.1
1034,11238,Aladdin and the King of Thieves,tt0115491,en,5/20/1996,0.0,6.1
1035,27256,The Woman in Question,tt0043140,en,2/18/1952,0.0,5.2
1036,31530,Shall We Dance,tt0029546,en,5/7/1937,0.0,7.9
1038,28120,Crossfire,tt0039286,en,7/22/1947,0.0,6.1
1039,1834,"Murder, My Sweet",tt0037101,en,12/9/1944,0.0,7.2
1040,26282,Macao,tt0044863,en,4/30/1952,0.0,5.6
1042,252,Willy Wonka & the Chocolate Factory,tt0067992,en,6/29/1971,4000000.0,7.4
1046,11302,Bananas,tt0066808,en,4/28/1971,11833696.0,6.7
1047,623,A Fish Called Wanda,tt0095159,en,7/15/1988,62493712.0,7.1
1048,583,Life of Brian,tt0079470,en,8/17/1979,20045115.0,7.7
1049,12614,Victor/Victoria,tt0084865,en,4/25/1982,28215453.0,6.9
1050,21711,The Candidate,tt0068334,en,8/23/1972,0.0,6.9
1051,11575,The Great Race,tt0059243,en,7/1/1965,25333333.0,7.2
1052,475,Bonnie and Clyde,tt0061418,en,7/18/1967,50700000.0,7.6
1054,521,Dial M for Murder,tt0046912,en,5/29/1954,3000000.0,7.9
1056,88,Dirty Dancing,tt0092890,en,8/21/1987,213954274.0,7.1
1057,500,Reservoir Dogs,tt0105236,en,9/2/1992,14661007.0,8.1
1059,8491,Weekend at Bernie's,tt0098627,en,7/5/1989,30218387.0,6.4
1060,402,Basic Instinct,tt0103772,en,3/20/1992,352927224.0,6.5
1061,10537,The Doors,tt0101761,en,3/1/1991,34416893.0,6.7
1062,11386,The Crying Game,tt0104036,en,9/2/1992,62548947.0,6.9
1063,9504,Glengarry Glen Ross,tt0104348,en,9/15/1992,10725228.0,7.5
1064,15764,Sophie's Choice,tt0084707,en,12/8/1982,30036000.0,7.4
1065,601,E.T. the Extra-Terrestrial,tt0083866,en,4/3/1982,792965326.0,7.3
1068,2119,Days of Thunder,tt0099371,en,6/27/1990,157920733.0,5.9
1069,744,Top Gun,tt0092099,en,5/16/1986,356830601.0,6.7
1070,136311,American Strays,tt0115531,en,9/12/1996,1910.0,6.8
1072,702,A Streetcar Named Desire,tt0044081,en,9/18/1951,8000000.0,7.6
1074,17642,The Leopard Son,tt0116859,en,9/27/1996,0.0,0.0
1078,37616,Palookaville,tt0117284,en,9/7/1995,0.0,5.4
1085,116844,Drunks,tt0112907,en,3/14/1997,0.0,0.0
1088,124837,A Perfect Candidate,tt0117320,en,6/19/1996,0.0,5.3
1089,11816,On Golden Pond,tt0082846,en,12/4/1981,19255967.0,7.3
1090,11843,The Return of the Pink Panther,tt0072081,en,5/21/1975,41833347.0,6.7
1091,10379,Drop Dead Fred,tt0101775,en,4/19/1991,13878334.0,5.9
1092,2756,The Abyss,tt0096754,en,8/9/1989,90000098.0,7.1
1093,790,The Fog,tt0080749,en,2/8/1980,21378361.0,6.4
1094,1103,Escape from New York,tt0082340,en,5/22/1981,50244700.0,6.9
1095,11298,The Howling,tt0082533,en,4/3/1981,17985893.0,6.4
1100,762,Monty Python and the Holy Grail,tt0071853,en,3/13/1975,5028948.0,7.8
1101,44497,Hustler White,tt0116587,en,7/19/1996,127251.0,6.8
1102,85588,Dadetown,tt0112777,en,9/2/1995,0.0,8.0
1103,278621,Everything Relative,tt0116245,en,9/13/1996,0.0,4.0
1104,99479,Entertaining Angels - The Dorothy Day Story,tt0116212,en,9/27/1996,0.0,5.0
1105,55049,Three Lives and Only One Death,tt0117968,en,5/15/1996,0.0,8.0
1106,124829,The Line King: The Al Hirschfeld Story,tt0116886,en,9/27/1996,0.0,0.0
1108,356054,Curtis's Charm,tt0112759,en,9/18/1995,0.0,0.0
1115,26167,Raw Deal,tt0040723,en,5/26/1948,0.0,7.2
1118,117500,Pastoral Symphony,tt0039004,en,9/26/1946,0.0,4.7
1119,218713,Here Comes Cookie,tt0026465,en,9/10/1935,0.0,8.0
1120,217802,Love In Bloom,tt0026656,en,4/20/1935,0.0,0.0
1121,127973,Six of a Kind,tt0025799,en,2/9/1934,0.0,3.5
1123,30892,The Ruling Class,tt0069198,en,9/13/1972,0.0,6.8
1129,41326,American Dream,tt0099028,en,9/28/1990,269823.0,6.0
1130,36555,Best of the Best 3: No Turning Back,tt0112483,en,5/17/1995,0.0,5.8
1131,10608,Bob Roberts,tt0103850,en,9/4/1992,0.0,6.5
1133,7452,"The Cook, the Thief, His Wife & Her Lover",tt0097108,en,9/10/1989,0.0,7.3
1138,975,Paths of Glory,tt0050825,en,9/18/1957,0.0,8.2
1139,18129,The Grifters,tt0099703,en,9/14/1990,13446769.0,6.5
1144,10161,My Left Foot: The Story of Christy Brown,tt0097937,en,7/21/1989,14743391.0,7.5
1145,1412,"Sex, Lies, and Videotape",tt0098724,en,8/18/1989,0.0,6.7
1147,10409,Strictly Ballroom,tt0105488,en,8/20/1992,33946224.0,6.2
1148,14285,The Thin Blue Line,tt0096257,en,8/28/1988,0.0,7.9
1150,10174,Madonna: Truth or Dare,tt0102370,en,5/10/1991,29.0,6.3
1151,31225,Paris is Burning,tt0100332,en,3/13/1990,3779620.0,8.2
1154,1891,The Empire Strikes Back,tt0080684,en,5/17/1980,538400000.0,8.2
1155,2493,The Princess Bride,tt0093779,en,9/18/1987,30857814.0,7.6
1156,85,Raiders of the Lost Ark,tt0082971,en,6/12/1981,389925971.0,7.7
1157,68,Brazil,tt0088846,en,2/20/1985,0.0,7.6
1158,679,Aliens,tt0090605,en,7/18/1986,183316455.0,7.7
1161,389,12 Angry Men,tt0050083,en,3/25/1957,1000000.0,8.2
1165,28,Apocalypse Now,tt0078788,en,8/15/1979,89460381.0,8.0
1167,1892,Return of the Jedi,tt0086190,en,5/23/1983,572700000.0,7.9
1169,1092,The Third Man,tt0041959,en,8/31/1949,596349.0,7.9
1170,769,GoodFellas,tt0099685,en,9/12/1990,46836394.0,8.2
1171,348,Alien,tt0078748,en,5/25/1979,104931801.0,7.9
1176,539,Psycho,tt0054215,en,6/16/1960,32000000.0,8.3
1177,525,The Blues Brothers,tt0080455,en,6/17/1980,115229890.0,7.5
1179,600,Full Metal Jacket,tt0093058,en,6/26/1987,46357676.0,7.9
1180,530,A Grand Day Out,tt0104361,en,5/18/1990,0.0,7.4
1183,3109,The Quiet Man,tt0045061,en,7/21/1952,0.0,7.3
1184,311,Once Upon a Time in America,tt0087843,en,2/16/1984,0.0,8.3
1186,703,Annie Hall,tt0075686,en,4/19/1977,38251425.0,7.8
1192,37291,Trust,tt0103130,en,9/9/1990,0.0,6.5
1194,11235,Local Hero,tt0085859,en,2/17/1983,0.0,7.0
1196,763,Braindead,tt0103873,en,8/13/1992,242623.0,7.4
1198,18971,Rosencrantz & Guildenstern Are Dead,tt0100519,en,2/8/1991,0.0,7.3
1199,696,Manhattan,tt0079522,en,4/25/1979,39946780.0,7.8
1200,379,Miller's Crossing,tt0100150,en,9/21/1990,5080409.0,7.5
1201,207,Dead Poets Society,tt0097165,en,6/2/1989,235860116.0,8.1
1203,1480,Touch of Evil,tt0052311,en,4/23/1958,2247465.0,7.6
1207,829,Chinatown,tt0071315,en,6/20/1974,30000000.0,7.9
1208,828,The Day the Earth Stood Still,tt0043456,en,9/17/1951,0.0,7.3
1213,694,The Shining,tt0081505,en,5/22/1980,44017374.0,8.1
1214,235,Stand by Me,tt0092005,en,8/22/1986,52287414.0,7.8
1216,765,Evil Dead II,tt0092991,en,3/13/1987,5923044.0,7.5
1217,5925,The Great Escape,tt0057115,en,6/20/1963,11744471.0,7.8
1218,11778,The Deer Hunter,tt0077416,en,12/8/1978,50000000.0,7.8
1220,137,Groundhog Day,tt0107048,en,2/11/1993,70906973.0,7.4
1221,33,Unforgiven,tt0105695,en,8/7/1992,159157447.0,7.7
1223,8428,Pump up the Volume,tt0100436,en,8/22/1990,11541758.0,7.0
1224,212,Arsenic and Old Lace,tt0036613,en,9/23/1944,0.0,7.4
1225,105,Back to the Future,tt0088763,en,7/3/1985,381109762.0,8.0
1228,1554,Down by Law,tt0090967,en,5/1/1986,0.0,7.2
1230,8009,Highlander,tt0091203,en,3/7/1986,5900000.0,6.8
1231,903,Cool Hand Luke,tt0061512,en,6/22/1967,16217773.0,7.7
1238,288,High Noon,tt0044706,en,3/27/1952,8000000.0,7.6
1239,910,The Big Sleep,tt0038355,en,8/23/1946,0.0,7.6
1243,11031,This Is Spinal Tap,tt0088258,en,5/4/1984,4736202.0,7.6
1244,11314,Koyaanisqatsi,tt0085809,en,6/6/1982,1723872.0,7.7
1245,15143,Some Kind of Wonderful,tt0094006,en,2/27/1987,18553948.0,6.9
1246,89,Indiana Jones and the Last Crusade,tt0097576,en,5/24/1989,474171806.0,7.6
1249,10644,The Unbearable Lightness of Being,tt0096332,en,2/5/1988,10006806.0,7.0
1251,14370,Real Genius,tt0089886,en,8/7/1985,13000000.0,6.6
1252,12104,Pink Floyd: The Wall,tt0084503,en,7/14/1982,22244207.0,7.7
1255,830,Forbidden Planet,tt0049223,en,3/15/1956,3250000.0,7.2
1256,2323,Field of Dreams,tt0097351,en,4/21/1989,84431625.0,7.1
1258,642,Butch Cassidy and the Sundance Kid,tt0064115,en,9/23/1969,102308889.0,7.4
1259,655,"Paris, Texas",tt0087884,en,5/19/1984,2181987.0,7.7
1261,639,When Harry Met Sally...,tt0098635,en,7/21/1989,92823546.0,7.3
1269,96288,Paris Was a Woman,tt0114093,en,2/19/1996,0.0,7.0
1271,18762,Blue Juice,tt0112537,en,9/15/1995,0.0,3.6
1272,331367,Kids of Survival,tt0107314,en,9/5/1996,0.0,0.0
1273,8077,Alien³,tt0103644,en,5/22/1992,159773545.0,6.2
1274,814,An American Werewolf in London,tt0082010,en,8/21/1981,31973249.0,7.2
1275,41671,Amityville: It's About Time,tt0103678,en,7/16/1992,0.0,4.1
1278,33519,Amityville: A New Generation,tt0106262,en,9/29/1993,0.0,2.8
1279,16235,Amityville II: The Possession,tt0083550,en,9/24/1982,12534817.0,5.9
